,game,posteam,yards,stadium
1311,2012_09_CAR_WAS,WAS,2175,WAS00
1312,2012_09_CHI_TEN,TEN,2462,NAS00
1313,2012_09_CHI_TEN,CHI,1504,NAS00
1314,2012_09_DAL_ATL,ATL,2115,ATL00
1315,2012_09_DAL_ATL,DAL,1971,ATL00
1316,2012_09_DEN_CIN,CIN,2666,CIN00
1317,2012_09_DEN_CIN,DEN,1872,CIN00
1318,2012_09_DET_JAX,DET,1717,JAX00
1319,2012_09_DET_JAX,JAX,2083,JAX00
1320,2012_09_KC_SD,LAC,1216,SDG00
1321,2012_09_KC_SD,KC,1786,SDG00
1322,2012_09_MIA_IND,IND,2537,IND00
1323,2012_09_MIA_IND,MIA,2281,IND00
1324,2012_09_MIN_SEA,MIN,1588,SEA00
1325,2012_09_MIN_SEA,SEA,1505,SEA00
1326,2012_09_PHI_NO,PHI,2461,NOR00
1327,2012_09_PHI_NO,NO,1637,NOR00
1328,2012_09_PIT_NYG,NYG,1637,NYC01
1329,2012_09_PIT_NYG,PIT,1822,NYC01
1330,2012_09_TB_OAK,LV,3265,OAK00
1331,2012_09_TB_OAK,TB,1965,OAK00
1332,2012_10_ATL_NO,ATL,2675,NOR00
1333,2012_10_ATL_NO,NO,1867,NOR00
1334,2012_10_BUF_NE,BUF,2171,BOS00
1335,2012_10_BUF_NE,NE,1940,BOS00
1336,2012_10_DAL_PHI,PHI,2304,PHI00
1337,2012_10_DAL_PHI,DAL,1766,PHI00
1338,2012_10_DEN_CAR,CAR,2728,CAR00
1339,2012_10_DEN_CAR,DEN,2256,CAR00
1340,2012_10_DET_MIN,DET,2548,MIN00
1341,2012_10_DET_MIN,MIN,2133,MIN00
1342,2012_10_HOU_CHI,HOU,1839,CHI98
1343,2012_10_HOU_CHI,CHI,1842,CHI98
1344,2012_10_IND_JAX,JAX,2851,JAX00
1345,2012_10_IND_JAX,IND,1512,JAX00
1346,2012_10_KC_PIT,KC,1893,PIT00
1347,2012_10_KC_PIT,PIT,1873,PIT00
1348,2012_10_NYG_CIN,CIN,1620,CIN00
1349,2012_10_NYG_CIN,NYG,2500,CIN00
1350,2012_10_NYJ_SEA,NYJ,1657,SEA00
1351,2012_10_NYJ_SEA,SEA,1288,SEA00
1352,2012_10_OAK_BAL,LV,2875,BAL00
1353,2012_10_OAK_BAL,BAL,1994,BAL00
1354,2012_10_SD_TB,LAC,1987,TAM00
1355,2012_10_SD_TB,TB,1367,TAM00
1356,2012_10_STL_SF,SF,1778,SFO00
1357,2012_10_STL_SF,LA,2124,SFO00
1358,2012_10_TEN_MIA,MIA,2402,MIA00
1359,2012_10_TEN_MIA,TEN,1450,MIA00
1360,2012_11_ARI_ATL,ATL,2458,ATL00
1361,2012_11_ARI_ATL,ARI,2145,ATL00
1362,2012_11_BAL_PIT,PIT,2304,PIT00
1363,2012_11_BAL_PIT,BAL,1997,PIT00
1364,2012_11_CHI_SF,SF,1523,SFO00
1365,2012_11_CHI_SF,CHI,1809,SFO00
1366,2012_11_CIN_KC,KC,1915,KAN00
1367,2012_11_CIN_KC,CIN,1904,KAN00
1368,2012_11_CLE_DAL,DAL,3032,DAL00
1369,2012_11_CLE_DAL,CLE,2065,DAL00
1370,2012_11_GB_DET,DET,2412,DET00
1371,2012_11_GB_DET,GB,1934,DET00
1372,2012_11_IND_NE,IND,2919,BOS00
1373,2012_11_IND_NE,NE,1831,BOS00
1374,2012_11_JAX_HOU,HOU,3159,HOU00
1375,2012_11_JAX_HOU,JAX,2322,HOU00
1376,2012_11_MIA_BUF,MIA,2059,BUF00
1377,2012_11_MIA_BUF,BUF,1895,BUF00
1378,2012_11_NO_OAK,LV,2295,OAK00
1379,2012_11_NO_OAK,NO,1506,OAK00
1380,2012_11_NYJ_STL,NYJ,1408,STL00
1381,2012_11_NYJ_STL,LA,2570,STL00
1382,2012_11_PHI_WAS,PHI,2749,WAS00
1383,2012_11_PHI_WAS,WAS,1161,WAS00
1384,2012_11_SD_DEN,LAC,2585,DEN00
1385,2012_11_SD_DEN,DEN,2430,DEN00
1386,2012_11_TB_CAR,CAR,1894,CAR00
1387,2012_11_TB_CAR,TB,2482,CAR00
1388,2012_12_ATL_TB,ATL,1905,TAM00
1389,2012_12_ATL_TB,TB,1962,TAM00
1390,2012_12_BAL_SD,LAC,2459,SDG00
1391,2012_12_BAL_SD,BAL,2952,SDG00
1392,2012_12_BUF_IND,IND,2154,IND00
1393,2012_12_BUF_IND,BUF,2019,IND00
1394,2012_12_CAR_PHI,PHI,1484,PHI00
1395,2012_12_CAR_PHI,CAR,1916,PHI00
1396,2012_12_DEN_KC,KC,1767,KAN00
1397,2012_12_DEN_KC,DEN,2181,KAN00
1398,2012_12_GB_NYG,NYG,1606,NYC01
1399,2012_12_GB_NYG,GB,1949,NYC01
1400,2012_12_HOU_DET,DET,3356,DET00
1401,2012_12_HOU_DET,HOU,2926,DET00
1402,2012_12_MIN_CHI,MIN,2526,CHI98
1403,2012_12_MIN_CHI,CHI,1644,CHI98
1404,2012_12_NE_NYJ,NE,1569,NYC01
1405,2012_12_NE_NYJ,NYJ,2338,NYC01
1406,2012_12_OAK_CIN,LV,2099,CIN00
1407,2012_12_OAK_CIN,CIN,1888,CIN00
1408,2012_12_PIT_CLE,CLE,1803,CLE00
1409,2012_12_PIT_CLE,PIT,2071,CLE00
1410,2012_12_SEA_MIA,SEA,1766,MIA00
1411,2012_12_SEA_MIA,MIA,1400,MIA00
1412,2012_12_SF_NO,NO,2637,NOR00
1413,2012_12_SF_NO,SF,1355,NOR00
1414,2012_12_STL_ARI,LA,1380,PHO00
1415,2012_12_STL_ARI,ARI,3091,PHO00
1416,2012_12_TEN_JAX,JAX,1975,JAX00
1417,2012_12_TEN_JAX,TEN,2340,JAX00
1418,2012_12_WAS_DAL,WAS,1762,DAL00
1419,2012_12_WAS_DAL,DAL,3137,DAL00
1420,2012_13_ARI_NYJ,ARI,2020,NYC01
1421,2012_13_ARI_NYJ,NYJ,1850,NYC01
1422,2012_13_CAR_KC,KC,1392,KAN00
1423,2012_13_CAR_KC,CAR,1664,KAN00
1424,2012_13_CIN_SD,CIN,1925,SDG00
1425,2012_13_CIN_SD,LAC,2827,SDG00
1426,2012_13_CLE_OAK,LV,2760,OAK00
1427,2012_13_CLE_OAK,CLE,1843,OAK00
1428,2012_13_HOU_TEN,HOU,2126,NAS00
1429,2012_13_HOU_TEN,TEN,2725,NAS00
1430,2012_13_IND_DET,DET,2685,DET00
1431,2012_13_IND_DET,IND,3011,DET00
1432,2012_13_JAX_BUF,JAX,2511,BUF00
1433,2012_13_JAX_BUF,BUF,1161,BUF00
1434,2012_13_MIN_GB,GB,1959,GNB00
1435,2012_13_MIN_GB,MIN,1646,GNB00
1436,2012_13_NE_MIA,MIA,1867,MIA00
1437,2012_13_NE_MIA,NE,2212,MIA00
1438,2012_13_NO_ATL,ATL,1922,ATL00
1439,2012_13_NO_ATL,NO,2805,ATL00
1440,2012_13_NYG_WAS,WAS,1211,WAS00
1441,2012_13_NYG_WAS,NYG,1978,WAS00
1442,2012_13_PHI_DAL,PHI,2028,DAL00
1443,2012_13_PHI_DAL,DAL,1657,DAL00
1444,2012_13_PIT_BAL,BAL,2263,BAL00
1445,2012_13_PIT_BAL,PIT,2209,BAL00
1446,2012_13_SEA_CHI,SEA,1921,CHI98
1447,2012_13_SEA_CHI,CHI,1626,CHI98
1448,2012_13_SF_STL,LA,2676,STL00
1449,2012_13_SF_STL,SF,2027,STL00
1450,2012_13_TB_DEN,TB,2310,DEN00
1451,2012_13_TB_DEN,DEN,2001,DEN00
1452,2012_14_ARI_SEA,ARI,2781,SEA00
1453,2012_14_ARI_SEA,SEA,1286,SEA00
1454,2012_14_ATL_CAR,CAR,1806,CAR00
1455,2012_14_ATL_CAR,ATL,2527,CAR00
1456,2012_14_BAL_WAS,WAS,1872,WAS00
1457,2012_14_BAL_WAS,BAL,1594,WAS00
1458,2012_14_CHI_MIN,MIN,1244,MIN00
1459,2012_14_CHI_MIN,CHI,2659,MIN00
1460,2012_14_DAL_CIN,DAL,2330,CIN00
1461,2012_14_DAL_CIN,CIN,2080,CIN00
1462,2012_14_DEN_OAK,DEN,1900,OAK00
1463,2012_14_DEN_OAK,LV,1868,OAK00
1464,2012_14_DET_GB,DET,2101,GNB00
1465,2012_14_DET_GB,GB,1543,GNB00
1466,2012_14_HOU_NE,HOU,2169,BOS00
1467,2012_14_HOU_NE,NE,1874,BOS00
1468,2012_14_KC_CLE,KC,1920,CLE00
1469,2012_14_KC_CLE,CLE,1692,CLE00
1470,2012_14_MIA_SF,SF,1622,SFO00
1471,2012_14_MIA_SF,MIA,1854,SFO00
1472,2012_14_NO_NYG,NYG,2014,NYC01
1473,2012_14_NO_NYG,NO,2668,NYC01
1474,2012_14_NYJ_JAX,NYJ,1330,JAX00
1475,2012_14_NYJ_JAX,JAX,2640,JAX00
1476,2012_14_PHI_TB,PHI,3114,TAM00
1477,2012_14_PHI_TB,TB,2059,TAM00
1478,2012_14_SD_PIT,PIT,2588,PIT00
1479,2012_14_SD_PIT,LAC,2194,PIT00
1480,2012_14_STL_BUF,BUF,2055,BUF00
1481,2012_14_STL_BUF,LA,2281,BUF00
1482,2012_14_TEN_IND,TEN,2048,IND00
1483,2012_14_TEN_IND,IND,2159,IND00
1484,2012_15_CAR_SD,CAR,1801,SDG00
1485,2012_15_CAR_SD,LAC,1648,SDG00
1486,2012_15_CIN_PHI,PHI,2039,PHI00
1487,2012_15_CIN_PHI,CIN,1786,PHI00
1488,2012_15_DEN_BAL,DEN,1908,BAL00
1489,2012_15_DEN_BAL,BAL,2632,BAL00
1490,2012_15_DET_ARI,ARI,1514,PHO00
1491,2012_15_DET_ARI,DET,2980,PHO00
1492,2012_15_GB_CHI,CHI,1494,CHI98
1493,2012_15_GB_CHI,GB,2229,CHI98
1494,2012_15_IND_HOU,HOU,2022,HOU00
1495,2012_15_IND_HOU,IND,2023,HOU00
1496,2012_15_JAX_MIA,JAX,1901,MIA00
1497,2012_15_JAX_MIA,MIA,1777,MIA00
1498,2012_15_KC_OAK,LV,1799,OAK00
1499,2012_15_KC_OAK,KC,2095,OAK00
1500,2012_15_MIN_STL,LA,3077,STL00
1501,2012_15_MIN_STL,MIN,1625,STL00
1502,2012_15_NYG_ATL,NYG,1500,ATL00
1503,2012_15_NYG_ATL,ATL,1403,ATL00
1504,2012_15_NYJ_TEN,TEN,1774,NAS00
1505,2012_15_NYJ_TEN,NYJ,1766,NAS00
1506,2012_15_PIT_DAL,PIT,2403,DAL00
1507,2012_15_PIT_DAL,DAL,2382,DAL00
1508,2012_15_SEA_BUF,SEA,1335,BUF01
1509,2012_15_SEA_BUF,BUF,2523,BUF01
1510,2012_15_SF_NE,NE,3442,BOS00
1511,2012_15_SF_NE,SF,1762,BOS00
1512,2012_15_TB_NO,NO,1946,NOR00
1513,2012_15_TB_NO,TB,2951,NOR00
1514,2012_15_WAS_CLE,WAS,2002,CLE00
1515,2012_15_WAS_CLE,CLE,2115,CLE00
1516,2012_16_ATL_DET,DET,2801,DET00
1517,2012_16_ATL_DET,ATL,1873,DET00
1518,2012_16_BUF_MIA,MIA,1635,MIA00
1519,2012_16_BUF_MIA,BUF,1974,MIA00
1520,2012_16_CHI_ARI,ARI,2851,PHO00
1521,2012_16_CHI_ARI,CHI,1915,PHO00
1522,2012_16_CIN_PIT,PIT,1954,PIT00
1523,2012_16_CIN_PIT,CIN,2366,PIT00
1524,2012_16_CLE_DEN,DEN,2169,DEN00
1525,2012_16_CLE_DEN,CLE,2160,DEN00
1526,2012_16_IND_KC,IND,2266,KAN00
1527,2012_16_IND_KC,KC,1513,KAN00
1528,2012_16_MIN_HOU,HOU,2279,HOU00
1529,2012_16_MIN_HOU,MIN,1783,HOU00
1530,2012_16_NE_JAX,JAX,2815,JAX00
1531,2012_16_NE_JAX,NE,2425,JAX00
1532,2012_16_NO_DAL,NO,2813,DAL00
1533,2012_16_NO_DAL,DAL,2590,DAL00
1534,2012_16_NYG_BAL,NYG,2222,BAL00
1535,2012_16_NYG_BAL,BAL,1838,BAL00
1536,2012_16_OAK_CAR,CAR,1596,CAR00
1537,2012_16_OAK_CAR,LV,2051,CAR00
1538,2012_16_SD_NYJ,NYJ,2193,NYC01
1539,2012_16_SD_NYJ,LAC,1559,NYC01
1540,2012_16_SF_SEA,SF,2154,SEA00
1541,2012_16_SF_SEA,SEA,1131,SEA00
1542,2012_16_STL_TB,TB,2731,TAM00
1543,2012_16_STL_TB,LA,1803,TAM00
1544,2012_16_TEN_GB,TEN,2514,GNB00
1545,2012_16_TEN_GB,GB,1811,GNB00
1546,2012_16_WAS_PHI,PHI,2540,PHI00
1547,2012_16_WAS_PHI,WAS,1326,PHI00
1548,2012_17_ARI_SF,ARI,2261,SFO00
1549,2012_17_ARI_SF,SF,1786,SFO00
1550,2012_17_BAL_CIN,BAL,2100,CIN00
1551,2012_17_BAL_CIN,CIN,1802,CIN00
1552,2012_17_CAR_NO,CAR,1799,NOR00
1553,2012_17_CAR_NO,NO,2726,NOR00
1554,2012_17_CHI_DET,DET,2166,DET00
1555,2012_17_CHI_DET,CHI,1898,DET00
1556,2012_17_CLE_PIT,PIT,1492,PIT00
1557,2012_17_CLE_PIT,CLE,1764,PIT00
1558,2012_17_DAL_WAS,WAS,1254,WAS00
1559,2012_17_DAL_WAS,DAL,2118,WAS00
1560,2012_17_GB_MIN,MIN,1744,MIN00
1561,2012_17_GB_MIN,GB,2411,MIN00
1562,2012_17_HOU_IND,IND,1674,IND00
1563,2012_17_HOU_IND,HOU,2233,IND00
1564,2012_17_JAX_TEN,TEN,1140,NAS00
1565,2012_17_JAX_TEN,JAX,2801,NAS00
1566,2012_17_KC_DEN,KC,1600,DEN00
1567,2012_17_KC_DEN,DEN,1541,DEN00
1568,2012_17_MIA_NE,NE,1736,BOS00
1569,2012_17_MIA_NE,MIA,2136,BOS00
1570,2012_17_NYJ_BUF,NYJ,2022,BUF00
1571,2012_17_NYJ_BUF,BUF,1729,BUF00
1572,2012_17_OAK_SD,LAC,1254,SDG00
1573,2012_17_OAK_SD,LV,1691,SDG00
1574,2012_17_PHI_NYG,NYG,1175,NYC01
1575,2012_17_PHI_NYG,PHI,2224,NYC01
1576,2012_17_STL_SEA,LA,2310,SEA00
1577,2012_17_STL_SEA,SEA,1641,SEA00
1578,2012_17_TB_ATL,ATL,2658,ATL00
1579,2012_17_TB_ATL,TB,1914,ATL00
1580,2012_18_CIN_HOU,HOU,1661,HOU00
1581,2012_18_CIN_HOU,CIN,2028,HOU00
1582,2012_18_IND_BAL,IND,2773,BAL00
1583,2012_18_IND_BAL,BAL,1279,BAL00
1584,2012_18_MIN_GB,MIN,1944,GNB00
1585,2012_18_MIN_GB,GB,1890,GNB00
1586,2012_18_SEA_WAS,WAS,1921,WAS00
1587,2012_18_SEA_WAS,SEA,1607,WAS00
1588,2012_19_BAL_DEN,BAL,2343,DEN00
1589,2012_19_BAL_DEN,DEN,2471,DEN00
1590,2012_19_GB_SF,SF,1699,SFO00
1591,2012_19_GB_SF,GB,2212,SFO00
1592,2012_19_HOU_NE,HOU,2732,BOS00
1593,2012_19_HOU_NE,NE,2107,BOS00
1594,2012_19_SEA_ATL,ATL,1893,ATL00
1595,2012_19_SEA_ATL,SEA,1873,ATL00
1596,2012_20_BAL_NE,NE,2639,BOS00
1597,2012_20_BAL_NE,BAL,2057,BOS00
1598,2012_20_SF_ATL,ATL,2120,ATL00
1599,2012_20_SF_ATL,SF,1291,ATL00
1600,2012_21_BAL_SF,SF,1882,NOR00
1601,2012_21_BAL_SF,BAL,1956,NOR00
1602,2013_01_ARI_STL,LA,2100,STL00
1603,2013_01_ARI_STL,ARI,2144,STL00
1604,2013_01_ATL_NO,ATL,2153,NOR00
1605,2013_01_ATL_NO,NO,2040,NOR00
1606,2013_01_BAL_DEN,BAL,3682,DEN00
1607,2013_01_BAL_DEN,DEN,2454,DEN00
1608,2013_01_CIN_CHI,CHI,1614,CHI98
1609,2013_01_CIN_CHI,CIN,1772,CHI98
1610,2013_01_GB_SF,GB,2209,SFO00
1611,2013_01_GB_SF,SF,2387,SFO00
1612,2013_01_HOU_SD,HOU,2592,SDG00
1613,2013_01_HOU_SD,LAC,1799,SDG00
1614,2013_01_KC_JAX,JAX,2764,JAX00
1615,2013_01_KC_JAX,KC,1785,JAX00
1616,2013_01_MIA_CLE,CLE,2955,CLE00
1617,2013_01_MIA_CLE,MIA,2020,CLE00
1618,2013_01_MIN_DET,DET,2322,DET00
1619,2013_01_MIN_DET,MIN,1994,DET00
1620,2013_01_NE_BUF,NE,2785,BUF00
1621,2013_01_NE_BUF,BUF,1758,BUF00
1622,2013_01_NYG_DAL,NYG,2535,DAL00
1623,2013_01_NYG_DAL,DAL,2795,DAL00
1624,2013_01_OAK_IND,LV,1692,IND00
1625,2013_01_OAK_IND,IND,1481,IND00
1626,2013_01_PHI_WAS,PHI,1742,WAS00
1627,2013_01_PHI_WAS,WAS,2762,WAS00
1628,2013_01_SEA_CAR,CAR,1309,CAR00
1629,2013_01_SEA_CAR,SEA,1808,CAR00
1630,2013_01_TB_NYJ,TB,2050,NYC01
1631,2013_01_TB_NYJ,NYJ,2552,NYC01
1632,2013_01_TEN_PIT,TEN,1236,PIT00
1633,2013_01_TEN_PIT,PIT,2109,PIT00
1634,2013_02_CAR_BUF,CAR,2496,BUF00
1635,2013_02_CAR_BUF,BUF,2209,BUF00
1636,2013_02_CLE_BAL,BAL,1906,BAL00
1637,2013_02_CLE_BAL,CLE,2208,BAL00
1638,2013_02_DAL_KC,KC,2129,KAN00
1639,2013_02_DAL_KC,DAL,2387,KAN00
1640,2013_02_DEN_NYG,DEN,2258,NYC01
1641,2013_02_DEN_NYG,NYG,2794,NYC01
1642,2013_02_DET_ARI,DET,2212,PHO00
1643,2013_02_DET_ARI,ARI,2341,PHO00
1644,2013_02_JAX_OAK,JAX,2657,OAK00
1645,2013_02_JAX_OAK,LV,1524,OAK00
1646,2013_02_MIA_IND,IND,2421,IND00
1647,2013_02_MIA_IND,MIA,2095,IND00
1648,2013_02_MIN_CHI,MIN,1860,CHI98
1649,2013_02_MIN_CHI,CHI,2258,CHI98
1650,2013_02_NO_TB,NO,2531,TAM00
1651,2013_02_NO_TB,TB,1440,TAM00
1652,2013_02_NYJ_NE,NE,2477,BOS00
1653,2013_02_NYJ_NE,NYJ,2188,BOS00
1654,2013_02_PIT_CIN,PIT,2118,CIN00
1655,2013_02_PIT_CIN,CIN,2367,CIN00
1656,2013_02_SD_PHI,PHI,2368,PHI00
1657,2013_02_SD_PHI,LAC,2437,PHI00
1658,2013_02_SF_SEA,SF,1713,SEA00
1659,2013_02_SF_SEA,SEA,1361,SEA00
1660,2013_02_STL_ATL,ATL,2493,ATL00
1661,2013_02_STL_ATL,LA,2938,ATL00
1662,2013_02_TEN_HOU,HOU,2875,HOU00
1663,2013_02_TEN_HOU,TEN,1961,HOU00
1664,2013_02_WAS_GB,GB,2178,GNB00
1665,2013_02_WAS_GB,WAS,2276,GNB00
1666,2013_03_ARI_NO,ARI,2135,NOR00
1667,2013_03_ARI_NO,NO,2479,NOR00
1668,2013_03_ATL_MIA,ATL,1939,MIA00
1669,2013_03_ATL_MIA,MIA,2183,MIA00
1670,2013_03_BUF_NYJ,NYJ,2018,NYC01
1671,2013_03_BUF_NYJ,BUF,2748,NYC01
1672,2013_03_CHI_PIT,CHI,2054,PIT00
1673,2013_03_CHI_PIT,PIT,2403,PIT00
1674,2013_03_CLE_MIN,MIN,2511,MIN00
1675,2013_03_CLE_MIN,CLE,2937,MIN00
1676,2013_03_DET_WAS,DET,2215,WAS00
1677,2013_03_DET_WAS,WAS,2549,WAS00
1678,2013_03_GB_CIN,CIN,1859,CIN00
1679,2013_03_GB_CIN,GB,2532,CIN00
1680,2013_03_HOU_BAL,HOU,2331,BAL00
1681,2013_03_HOU_BAL,BAL,1636,BAL00
1682,2013_03_IND_SF,IND,1562,SFO00
1683,2013_03_IND_SF,SF,1851,SFO00
1684,2013_03_JAX_SEA,SEA,1684,SEA00
1685,2013_03_JAX_SEA,JAX,2346,SEA00
1686,2013_03_KC_PHI,KC,2357,PHI00
1687,2013_03_KC_PHI,PHI,2127,PHI00
1688,2013_03_NYG_CAR,NYG,2031,CAR00
1689,2013_03_NYG_CAR,CAR,1248,CAR00
1690,2013_03_OAK_DEN,LV,2198,DEN00
1691,2013_03_OAK_DEN,DEN,2026,DEN00
1692,2013_03_SD_TEN,TEN,2070,NAS00
1693,2013_03_SD_TEN,LAC,1522,NAS00
1694,2013_03_STL_DAL,LA,2665,DAL00
1695,2013_03_STL_DAL,DAL,1260,DAL00
1696,2013_03_TB_NE,NE,1879,BOS00
1697,2013_03_TB_NE,TB,2285,BOS00
1698,2013_04_ARI_TB,ARI,2138,TAM00
1699,2013_04_ARI_TB,TB,2522,TAM00
1700,2013_04_BAL_BUF,BAL,3032,BUF00
1701,2013_04_BAL_BUF,BUF,1575,BUF00
1702,2013_04_CHI_DET,DET,2059,DET00
1703,2013_04_CHI_DET,CHI,2704,DET00
1704,2013_04_CIN_CLE,CLE,2334,CLE00
1705,2013_04_CIN_CLE,CIN,2279,CLE00
1706,2013_04_DAL_SD,DAL,2216,SDG00
1707,2013_04_DAL_SD,LAC,2287,SDG00
1708,2013_04_IND_JAX,IND,2159,JAX00
1709,2013_04_IND_JAX,JAX,2266,JAX00
1710,2013_04_MIA_NO,NO,2008,NOR00
1711,2013_04_MIA_NO,MIA,2271,NOR00
1712,2013_04_NE_ATL,ATL,2826,ATL00
1713,2013_04_NE_ATL,NE,1632,ATL00
1714,2013_04_NYG_KC,KC,2054,KAN00
1715,2013_04_NYG_KC,NYG,2510,KAN00
1716,2013_04_NYJ_TEN,NYJ,2084,NAS00
1717,2013_04_NYJ_TEN,TEN,1921,NAS00
1718,2013_04_PHI_DEN,PHI,2048,DEN00
1719,2013_04_PHI_DEN,DEN,2012,DEN00
1720,2013_04_PIT_MIN,MIN,1652,LON00
1721,2013_04_PIT_MIN,PIT,2637,LON00
1722,2013_04_SEA_HOU,HOU,2764,HOU00
1723,2013_04_SEA_HOU,SEA,1783,HOU00
1724,2013_04_SF_STL,LA,2787,STL00
1725,2013_04_SF_STL,SF,1688,STL00
1726,2013_04_WAS_OAK,WAS,1791,OAK00
1727,2013_04_WAS_OAK,LV,2120,OAK00
1728,2013_05_BAL_MIA,MIA,2876,MIA00
1729,2013_05_BAL_MIA,BAL,2109,MIA00
1730,2013_05_BUF_CLE,CLE,2081,CLE00
1731,2013_05_BUF_CLE,BUF,2779,CLE00
1732,2013_05_CAR_ARI,ARI,1666,PHO00
1733,2013_05_CAR_ARI,CAR,2503,PHO00
1734,2013_05_DEN_DAL,DAL,2354,DAL00
1735,2013_05_DEN_DAL,DEN,2295,DAL00
1736,2013_05_DET_GB,DET,2770,GNB00
1737,2013_05_DET_GB,GB,1645,GNB00
1738,2013_05_HOU_SF,HOU,2284,SFO00
1739,2013_05_HOU_SF,SF,1105,SFO00
1740,2013_05_JAX_STL,JAX,2084,STL00
1741,2013_05_JAX_STL,LA,2046,STL00
1742,2013_05_KC_TEN,KC,2180,NAS00
1743,2013_05_KC_TEN,TEN,2392,NAS00
1744,2013_05_NE_CIN,NE,2323,CIN00
1745,2013_05_NE_CIN,CIN,1716,CIN00
1746,2013_05_NO_CHI,CHI,1915,CHI98
1747,2013_05_NO_CHI,NO,2029,CHI98
1748,2013_05_NYJ_ATL,ATL,2256,ATL00
1749,2013_05_NYJ_ATL,NYJ,1412,ATL00
1750,2013_05_PHI_NYG,PHI,2258,NYC01
1751,2013_05_PHI_NYG,NYG,3101,NYC01
1752,2013_05_SD_OAK,LAC,2372,OAK00
1753,2013_05_SD_OAK,LV,1767,OAK00
1754,2013_05_SEA_IND,IND,1995,IND00
1755,2013_05_SEA_IND,SEA,1907,IND00
1756,2013_06_ARI_SF,ARI,2160,SFO00
1757,2013_06_ARI_SF,SF,2039,SFO00
1758,2013_06_CAR_MIN,MIN,2437,MIN00
1759,2013_06_CAR_MIN,CAR,1391,MIN00
1760,2013_06_CIN_BUF,CIN,2430,BUF00
1761,2013_06_CIN_BUF,BUF,2169,BUF00
1762,2013_06_DET_CLE,DET,2214,CLE00
1763,2013_06_DET_CLE,CLE,2280,CLE00
1764,2013_06_GB_BAL,GB,2135,BAL00
1765,2013_06_GB_BAL,BAL,2348,BAL00
1766,2013_06_IND_SD,IND,2017,SDG00
1767,2013_06_IND_SD,LAC,1833,SDG00
1768,2013_06_JAX_DEN,JAX,2275,DEN00
1769,2013_06_JAX_DEN,DEN,2046,DEN00
1770,2013_06_NO_NE,NE,2354,BOS00
1771,2013_06_NO_NE,NO,2143,BOS00
1772,2013_06_NYG_CHI,NYG,1591,CHI98
1773,2013_06_NYG_CHI,CHI,1866,CHI98
1774,2013_06_OAK_KC,KC,1820,KAN00
1775,2013_06_OAK_KC,LV,2449,KAN00
1776,2013_06_PHI_TB,PHI,1844,TAM00
1777,2013_06_PHI_TB,TB,2418,TAM00
1778,2013_06_PIT_NYJ,PIT,1877,NYC01
1779,2013_06_PIT_NYJ,NYJ,2252,NYC01
1780,2013_06_STL_HOU,LA,1026,HOU00
1781,2013_06_STL_HOU,HOU,2365,HOU00
1782,2013_06_TEN_SEA,TEN,1855,SEA00
1783,2013_06_TEN_SEA,SEA,1839,SEA00
1784,2013_06_WAS_DAL,DAL,1951,DAL00
1785,2013_06_WAS_DAL,WAS,2229,DAL00
1786,2013_07_BAL_PIT,PIT,1517,PIT00
1787,2013_07_BAL_PIT,BAL,1966,PIT00
1788,2013_07_BUF_MIA,MIA,2253,MIA00
1789,2013_07_BUF_MIA,BUF,2030,MIA00
1790,2013_07_CHI_WAS,WAS,1860,WAS00
1791,2013_07_CHI_WAS,CHI,1959,WAS00
1792,2013_07_CIN_DET,DET,2493,DET00
1793,2013_07_CIN_DET,CIN,1989,DET00
1794,2013_07_CLE_GB,CLE,2434,GNB00
1795,2013_07_CLE_GB,GB,1969,GNB00
1796,2013_07_DAL_PHI,PHI,2772,PHI00
1797,2013_07_DAL_PHI,DAL,2697,PHI00
1798,2013_07_DEN_IND,IND,2668,IND00
1799,2013_07_DEN_IND,DEN,3008,IND00
1800,2013_07_HOU_KC,KC,1922,KAN00
1801,2013_07_HOU_KC,HOU,1710,KAN00
1802,2013_07_MIN_NYG,NYG,2415,NYC01
1803,2013_07_MIN_NYG,MIN,2944,NYC01
1804,2013_07_NE_NYJ,NYJ,2048,NYC01
1805,2013_07_NE_NYJ,NE,2891,NYC01
1806,2013_07_SD_JAX,LAC,1258,JAX00
1807,2013_07_SD_JAX,JAX,2171,JAX00
1808,2013_07_SEA_ARI,ARI,2759,PHO00
1809,2013_07_SEA_ARI,SEA,1754,PHO00
1810,2013_07_SF_TEN,TEN,2582,NAS00
1811,2013_07_SF_TEN,SF,1381,NAS00
1812,2013_07_STL_CAR,LA,2039,CAR00
1813,2013_07_STL_CAR,CAR,1262,CAR00
1814,2013_07_TB_ATL,ATL,1418,ATL00
1815,2013_07_TB_ATL,TB,2525,ATL00
1816,2013_08_ATL_ARI,ATL,3271,PHO00
1817,2013_08_ATL_ARI,ARI,1360,PHO00
1818,2013_08_BUF_NO,BUF,2050,NOR00
1819,2013_08_BUF_NO,NO,2061,NOR00
1820,2013_08_CAR_TB,TB,2865,TAM00
1821,2013_08_CAR_TB,CAR,1927,TAM00
1822,2013_08_CLE_KC,KC,2398,KAN00
1823,2013_08_CLE_KC,CLE,2183,KAN00
1824,2013_08_DAL_DET,DET,2655,DET00
1825,2013_08_DAL_DET,DAL,2000,DET00
1826,2013_08_GB_MIN,MIN,1737,MIN00
1827,2013_08_GB_MIN,GB,1725,MIN00
